dataset,class,filename,path,width,height,brightness,contrast,blur_score,overexposed_percent,dark_percent,hash,flags
train,healthy_nails,aug_0_8763.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\healthy_nails\aug_0_8763.jpg,224,224,234.81,36.0,85.38,66.24,0.0,2879ef71ed416eb38e72f713a199ea87,VERY_BRIGHT|OVEREXPOSED
train,healthy_nails,aug_0_8929.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\healthy_nails\aug_0_8929.jpg,224,224,186.22,64.74,380.97,24.98,0.69,6f4c9483e6eb9327a107121272f7028f,OK
train,healthy_nails,aug_0_8982.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\healthy_nails\aug_0_8982.jpg,224,224,235.49,32.23,49.86,61.22,0.0,edebb63d45da28065c9cf879715444c9,BLURRY|VERY_BRIGHT|OVEREXPOSED
train,healthy_nails,aug_0_9265.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\healthy_nails\aug_0_9265.jpg,224,224,223.93,41.41,52.4,48.88,0.0,31e034d3b725175f269dec9ba48244ad,VERY_BRIGHT
train,healthy_nails,aug_0_9366.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\healthy_nails\aug_0_9366.jpg,224,224,135.0,73.92,337.52,5.35,6.39,b26904300ef267e175f2185635cc134f,OK
train,healthy_nails,aug_0_9486.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\healthy_nails\aug_0_9486.jpg,224,224,229.92,43.6,105.87,60.32,0.0,c365743e837c7cf084206308ca081eab,VERY_BRIGHT|OVEREXPOSED
train,healthy_nails,aug_0_9559.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\healthy_nails\aug_0_9559.jpg,224,224,214.76,57.99,90.46,49.71,0.0,54682016d9645d3cc874a070743e75b0,OK
train,healthy_nails,aug_0_9897.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\healthy_nails\aug_0_9897.jpg,224,224,134.87,70.4,84.8,6.37,0.02,555c2215d27788e27782a8d12a4de213,OK
train,healthy_nails,test_nail.png,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\healthy_nails\test_nail.png,224,224,222.56,40.94,45.15,46.59,0.0,b7e34e3c111bea65f45e0dd8b00992e2,BLURRY|VERY_BRIGHT
train,iron_deficiency,000002.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\000002.jpg,224,224,149.56,63.16,94.58,12.05,0.09,1b33e436b9e301a9ff842bdf1acad6fe,OK
train,iron_deficiency,000004.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\000004.jpg,224,224,195.77,46.84,49.93,18.9,0.0,f29a0ec4a92aaa8627c54eedeafea858,BLURRY
train,iron_deficiency,000008.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\000008.jpg,224,224,160.26,65.01,98.13,8.62,0.01,2fc1b2216ce1b2ade4f91d0b77433749,OK
train,iron_deficiency,000009.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\000009.jpg,224,224,201.85,64.5,119.39,39.9,0.0,cfb75b61f8728573a2fd726016ee7543,OK
train,iron_deficiency,000010.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\000010.jpg,224,224,224.7,43.36,94.12,56.07,0.0,bbd5a3459774f3cdf97392ee435d456e,VERY_BRIGHT
train,iron_deficiency,000014.png,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\000014.png,224,224,158.74,67.38,146.49,10.64,0.11,a5cf3d8c0a837a9bed6e54e29ea6142a,OK
train,iron_deficiency,000016.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\000016.jpg,224,224,140.81,82.05,160.96,9.54,6.18,856611769edfee83541e71005accfbda,OK
train,iron_deficiency,000017.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\000017.jpg,224,224,118.19,82.65,52.77,2.62,0.06,5076530912a3ea1be639b6b08ce880f6,OK
train,iron_deficiency,000019.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\000019.jpg,224,224,180.31,56.22,126.78,10.09,0.0,29ce86449c3ae8e6dab3afd5b352ee9f,OK
train,iron_deficiency,000025.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\000025.jpg,224,224,156.0,70.0,306.14,4.97,0.3,2ff1e4d6d4d9d6440a916b601c7ebdb8,OK
train,iron_deficiency,000027.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\000027.jpg,224,224,181.28,69.74,533.27,28.51,0.02,fb33a95e47eeca2bc2e3a62199f18957,OK
train,iron_deficiency,000032.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\000032.jpg,224,224,199.64,60.39,160.69,28.59,0.0,d93eb67259d0ec6ac375aa782dbbabb8,OK
train,iron_deficiency,000033.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\000033.jpg,224,224,160.27,54.19,343.6,2.25,0.0,9c37c50ae9b2e281f71b089821601b89,OK
train,iron_deficiency,000036.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\000036.jpg,224,224,185.5,57.61,207.37,18.02,0.0,910d49daa48b5b7a9df6a3aa6ec61a43,OK
train,iron_deficiency,000038.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\000038.jpg,224,224,120.65,57.4,91.97,0.85,0.0,6596861294fb7f91d3c2df0433e5d9dc,OK
train,iron_deficiency,000039.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\000039.jpg,224,224,183.81,52.39,129.39,13.33,0.0,01225ac4a65479cf171efd91b71621a0,OK
train,iron_deficiency,000041.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\000041.jpg,224,224,148.94,55.93,595.63,1.45,0.0,01239104e3ae977495d2a0a25cc8bcb5,OK
train,iron_deficiency,000044.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\000044.jpg,224,224,172.68,67.66,117.83,19.46,0.0,c3498cdce7d1f054387baf97874d1a44,OK
train,iron_deficiency,aug_0_1013.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_1013.jpg,224,224,173.04,60.91,124.6,9.17,0.09,8288633bb5b89f43743ba3518d025e39,OK
train,iron_deficiency,aug_0_1438.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_1438.jpg,224,224,185.77,78.61,139.52,48.85,0.0,4f9ddcaf7e97be3892fdda4d616e4fc1,OK
train,iron_deficiency,aug_0_1444.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_1444.jpg,224,224,197.38,66.29,115.01,36.27,0.01,fe41b9ec0f7633a8d1540d8fcfa04808,OK
train,iron_deficiency,aug_0_1694.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_1694.jpg,224,224,194.66,68.89,469.42,41.26,0.02,4ffbed89c2e54ea676cd6da3961a1337,OK
train,iron_deficiency,aug_0_1727.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_1727.jpg,224,224,158.38,102.77,948.51,38.9,23.33,b6ae46db8df7f14e8b0e36f8ffdd6848,OK
train,iron_deficiency,aug_0_1743.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_1743.jpg,224,224,194.87,51.45,167.68,20.84,0.0,013cf58d67828325054199746cef5600,OK
train,iron_deficiency,aug_0_1925.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_1925.jpg,224,224,241.36,33.97,36.07,80.73,0.0,4ab7399fb38f58aefc7ba9c6286ac2df,BLURRY|VERY_BRIGHT|OVEREXPOSED
train,iron_deficiency,aug_0_1959.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_1959.jpg,224,224,113.07,86.19,285.42,2.51,31.3,d949be67468d5920c9716ce831440372,OK
train,iron_deficiency,aug_0_1973.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_1973.jpg,224,224,152.35,73.63,163.37,10.04,2.05,4b49cc7ce977a056333bbd79dca53ddb,OK
train,iron_deficiency,aug_0_2218.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_2218.jpg,224,224,155.41,66.76,67.81,5.29,1.62,0379bb0788060297d9e6b1afd7166f72,OK
train,iron_deficiency,aug_0_2229.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_2229.jpg,224,224,193.44,69.62,149.8,36.68,0.05,8ee974cb3e2261fbe48f231d5a592dcc,OK
train,iron_deficiency,aug_0_2357.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_2357.jpg,224,224,152.32,79.96,133.63,4.41,15.26,0ff13a991290e3fa7579d204e6cb811c,OK
train,iron_deficiency,aug_0_2388.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_2388.jpg,224,224,209.71,63.74,86.53,52.43,0.0,6ec19de1246866690aefcae26b21ee24,OK
train,iron_deficiency,aug_0_2528.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_2528.jpg,224,224,159.88,59.76,224.66,3.89,0.0,8ff41c3eddec5fd366b2c5c27da63193,OK
train,iron_deficiency,aug_0_254.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_254.jpg,224,224,242.22,33.28,36.64,82.62,0.0,064133dd3020ee1ff253ca2a7ce0caae,BLURRY|VERY_BRIGHT|OVEREXPOSED
train,iron_deficiency,aug_0_2603.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_2603.jpg,224,224,198.95,62.06,163.75,29.5,0.01,efe57570ae4e449083ed7e064a0092e0,OK
train,iron_deficiency,aug_0_284.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_284.jpg,224,224,165.0,75.25,119.44,23.23,0.2,5796f6c7b03830a11e791441f8a0ce02,OK
train,iron_deficiency,aug_0_2883.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_2883.jpg,224,224,188.52,73.55,200.53,45.34,0.0,c7113af98878fbca06303b42791bf4fa,OK
train,iron_deficiency,aug_0_2969.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_2969.jpg,224,224,206.17,56.9,265.82,42.3,0.0,f38e6b1d036df23e4813d735371851a1,OK
train,iron_deficiency,aug_0_3028.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_3028.jpg,224,224,187.85,76.06,127.29,43.87,0.01,2d06be898bed01f739f470bbf25888b0,OK
train,iron_deficiency,aug_0_321.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_321.jpg,224,224,202.38,64.18,121.06,40.96,0.02,e88346cd44b01885e4c614e7c79efea4,OK
train,iron_deficiency,aug_0_3283.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_3283.jpg,224,224,114.2,61.91,62.28,0.76,0.59,5a30728a0f0d57c74d49a942200efb3d,OK
train,iron_deficiency,aug_0_3404.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_3404.jpg,224,224,158.66,74.77,103.51,17.54,0.97,54c020553d163daf223a2b7482ee1927,OK
train,iron_deficiency,aug_0_353.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_353.jpg,224,224,134.35,85.66,116.39,8.48,14.42,92cc2b632f0f3393541500204ba3dbc7,OK
train,iron_deficiency,aug_0_3558.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_3558.jpg,224,224,195.38,67.77,83.48,36.25,0.01,0087acd2950e2a01711e214d61d7f6fe,OK
train,iron_deficiency,aug_0_3653.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_3653.jpg,224,224,151.7,74.38,131.7,10.51,3.0,2f4706b4c9d2697c2358a36c9f15cb7f,OK
train,iron_deficiency,aug_0_3666.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_3666.jpg,224,224,155.97,70.36,81.4,11.86,3.16,e5bcd8d63155e9d48508c2f4538ee9e3,OK
train,iron_deficiency,aug_0_3780.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_3780.jpg,224,224,188.54,47.67,54.52,15.84,0.0,56ced6c00b203dc70e27d5a3a27c9513,OK
train,iron_deficiency,aug_0_3872.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_3872.jpg,224,224,202.68,63.81,165.41,38.73,0.0,8ef5aa90c6c2121adf252acde7d5e7d0,OK
train,iron_deficiency,aug_0_3958.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_3958.jpg,224,224,147.2,56.58,249.55,1.33,0.0,58b21980c4c8df249538070061c4bc0a,OK
train,iron_deficiency,aug_0_3960.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_3960.jpg,224,224,239.47,35.89,28.27,80.17,0.0,1056c73dc1333e823969ee2afaa1c34c,BLURRY|VERY_BRIGHT|OVEREXPOSED
train,iron_deficiency,aug_0_417.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_417.jpg,224,224,142.84,65.98,61.13,10.93,0.19,49d15ae04d242126d068bfdcbcc97345,OK
train,iron_deficiency,aug_0_4374.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_4374.jpg,224,224,226.77,40.83,51.21,60.08,0.0,2dcdee9589e373b3b79842ee2307764c,VERY_BRIGHT|OVEREXPOSED
train,iron_deficiency,aug_0_4381.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_4381.jpg,224,224,190.84,58.47,211.52,21.55,0.0,3d0fe822a5f05cd5d60805889048c80e,OK
train,iron_deficiency,aug_0_4620.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_4620.jpg,224,224,167.56,83.45,136.77,16.04,14.66,2b05c49c878871b0a19b6fa1d77b42b1,OK
train,iron_deficiency,aug_0_4825.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_4825.jpg,224,224,223.35,43.92,83.63,53.73,0.0,1b59490711bcd23e315295ada828b085,VERY_BRIGHT
train,iron_deficiency,aug_0_4898.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_4898.jpg,224,224,223.74,45.29,85.23,56.93,0.0,26735b50bbf1e854df7c8ca5797437f0,VERY_BRIGHT
train,iron_deficiency,aug_0_5151.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_5151.jpg,224,224,108.15,60.95,93.18,0.57,0.97,82ec04607e40b7f75fddf8acfd4d1c66,OK
train,iron_deficiency,aug_0_5228.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_5228.jpg,224,224,150.55,67.17,83.95,18.3,0.44,324140461e54caadbca6fad6d9b9a722,OK
train,iron_deficiency,aug_0_5269.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_5269.jpg,224,224,181.25,59.26,115.36,11.61,0.31,49353590b87295a98d1ab6827a5bee92,OK
train,iron_deficiency,aug_0_532.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_532.jpg,224,224,193.7,57.83,178.74,27.14,0.0,b9bcae12244a057cb4476f324ab0523f,OK
train,iron_deficiency,aug_0_5393.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_5393.jpg,224,224,144.0,74.94,243.19,4.25,0.75,2024a6cfac45b6438bd75622c1cb9a2d,OK
train,iron_deficiency,aug_0_5462.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_5462.jpg,224,224,236.29,32.1,41.05,67.56,0.0,403a8a2c824b308bb9d0e7fe0961349b,BLURRY|VERY_BRIGHT|OVEREXPOSED
train,iron_deficiency,aug_0_5493.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_5493.jpg,224,224,161.4,71.76,108.39,13.29,1.94,c083fe6b34b462fbb906a38767046e99,OK
train,iron_deficiency,aug_0_5559.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_5559.jpg,224,224,205.89,49.52,56.35,34.85,0.0,063964169f167c13e0052ac7db691cf3,OK
train,iron_deficiency,aug_0_5625.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_5625.jpg,224,224,144.36,56.14,271.74,1.11,0.0,0a14c445274546a5a6e1fcd62c9c1791,OK
train,iron_deficiency,aug_0_5690.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_5690.jpg,224,224,144.33,55.82,364.97,1.17,0.0,f379a059269c422e2c8a81e30eabce6a,OK
train,iron_deficiency,aug_0_5695.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_5695.jpg,224,224,238.73,36.84,27.33,77.72,0.0,6f054603e016041f3e562e894cdaba31,BLURRY|VERY_BRIGHT|OVEREXPOSED
train,iron_deficiency,aug_0_5741.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_5741.jpg,224,224,177.01,68.74,247.08,18.3,0.08,b633c4237663876c0012ade4c5aeef6c,OK
train,iron_deficiency,aug_0_5777.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_5777.jpg,224,224,229.55,39.63,47.43,63.96,0.0,24ff1f93ad255b2c42da6c7984ed2725,BLURRY|VERY_BRIGHT|OVEREXPOSED
train,iron_deficiency,aug_0_5796.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_5796.jpg,224,224,108.06,89.08,332.48,2.75,37.1,fbb7abfbc7899b9785639415f7f1833c,OK
train,iron_deficiency,aug_0_5807.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_5807.jpg,224,224,136.76,58.42,59.86,7.54,0.13,0b1b8fd0ae760c9df764faa0276ce8d6,OK
train,iron_deficiency,aug_0_5981.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_5981.jpg,224,224,139.36,48.33,483.83,1.35,1.05,89d862bba929aa2f900cb130903a343d,OK
train,iron_deficiency,aug_0_5985.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_5985.jpg,224,224,178.92,75.65,153.0,37.1,0.01,ffdc9b9ecb22ca98e10194c8156a605d,OK
train,iron_deficiency,aug_0_6390.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_6390.jpg,224,224,243.57,31.39,39.87,84.16,0.0,3bed45b5920cfe4ebc655a9d36e8179d,BLURRY|VERY_BRIGHT|OVEREXPOSED
train,iron_deficiency,aug_0_6395.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_6395.jpg,224,224,132.18,96.39,43.41,13.88,26.76,019963811e9411e044af4b2a8072e3ef,BLURRY
train,iron_deficiency,aug_0_6454.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_6454.jpg,224,224,176.61,53.14,91.52,8.78,0.04,80c81d2a5d1d9b27491629982e788fba,OK
train,iron_deficiency,aug_0_6467.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_6467.jpg,224,224,176.17,74.73,121.11,30.94,0.06,79a324724acf6da021158f16cb076526,OK
train,iron_deficiency,aug_0_6606.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_6606.jpg,224,224,168.87,73.3,132.47,25.66,0.68,fcf8fd599b8e3fd4905a26dcbd25a4c7,OK
train,iron_deficiency,aug_0_675.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_675.jpg,224,224,111.25,66.9,98.97,1.68,0.89,21bc45acbb157b3715e61f42b5cce23a,OK
train,iron_deficiency,aug_0_6814.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_6814.jpg,224,224,192.74,47.92,42.23,18.13,0.0,199c71c20579b5d0111ed5945e44e751,BLURRY
train,iron_deficiency,aug_0_6816.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_6816.jpg,224,224,164.37,59.36,139.51,5.47,0.0,e9c67349721d3b5f2daffb0305173cef,OK
train,iron_deficiency,aug_0_708.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_708.jpg,224,224,195.86,68.26,564.17,42.02,0.0,803baa75536eeb352baaef614352413f,OK
train,iron_deficiency,aug_0_7113.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_7113.jpg,224,224,167.85,62.5,120.61,8.86,0.09,26823713646359cc409cd626d23d5800,OK
train,iron_deficiency,aug_0_718.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_718.jpg,224,224,137.83,52.55,394.66,3.0,1.22,a9db0aca8fd7a0c8d9353171473d10ec,OK
train,iron_deficiency,aug_0_7245.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_7245.jpg,224,224,152.84,71.38,128.6,9.35,0.35,60d262045ea923155f9800ba1ef97afd,OK
train,iron_deficiency,aug_0_7333.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_7333.jpg,224,224,238.71,31.2,42.53,72.88,0.0,868ca86b51dbfdb1dfa8c02740c93172,BLURRY|VERY_BRIGHT|OVEREXPOSED
train,iron_deficiency,aug_0_7408.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_7408.jpg,224,224,157.53,101.75,789.42,37.14,22.8,47f038723b8874bc17d5b8fd730bacad,OK
train,iron_deficiency,aug_0_7433.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_7433.jpg,224,224,149.8,64.68,102.7,10.59,0.47,eed400cfbc98f7ec98706e7c95140689,OK
train,iron_deficiency,aug_0_7601.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_7601.jpg,224,224,164.21,72.23,175.57,19.83,0.26,28592e8a7b44d26324b287d7e3a0d6e2,OK
train,iron_deficiency,aug_0_7720.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_7720.jpg,224,224,171.76,83.76,141.44,18.07,14.02,e2e8f2ce2fc400eb84405a573d47b7e3,OK
train,iron_deficiency,aug_0_7917.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_7917.jpg,224,224,191.9,58.4,219.01,23.53,0.0,2a527dae48a34a3380e92ecd93510b0f,OK
train,iron_deficiency,aug_0_7935.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_7935.jpg,224,224,132.91,50.66,313.77,1.28,1.18,f4f4acf0d2aad936705ef00d16d6d107,OK
train,iron_deficiency,aug_0_799.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_799.jpg,224,224,211.44,62.49,115.83,53.13,0.0,f3d2e8b948d60ca6c247768d9e21850f,OK
train,iron_deficiency,aug_0_815.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_815.jpg,224,224,189.55,71.32,134.62,43.25,0.0,c625fd7c4cf8032cd435661888d0306a,OK
train,iron_deficiency,aug_0_8206.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_8206.jpg,224,224,150.33,69.23,93.58,6.21,2.84,d88e4d2b2c076cdb051673d9443d5f9b,OK
train,iron_deficiency,aug_0_8258.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_8258.jpg,224,224,158.81,51.6,279.46,1.7,0.0,cc674e9d1647438159c44851f9920202,OK
train,iron_deficiency,aug_0_8317.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_8317.jpg,224,224,203.28,61.77,161.6,36.87,0.0,1fed9ceba7f6c553497235138fcb7186,OK
train,iron_deficiency,aug_0_8342.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_8342.jpg,224,224,177.28,52.2,101.67,8.72,0.01,8acb9f6eccf0cd12dace689c6fb9ebbb,OK
train,iron_deficiency,aug_0_8363.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_8363.jpg,224,224,137.93,94.85,126.34,20.56,17.79,ca81b741cab173c1cb36f828b0fda420,OK
